email,title,description,url,scrape_time
leasing@schembripm.com,UW/WLU Students Welcome to 61 Columbia for September 2020,"  Lease affordable off-campus student housing, apartment, condo, unit, bedroom, room rental for University of Waterloo (UW), Wilfrid Laurier (WLU) and Conestoga College (CC) students. Largest in the market!  Welcome to 61 Columbia St W- The Suites that check all your wants and needs!    LEASING FOR SEPTEMBER 2020! Limited Options: Only individual options available for the upcoming year.         Call (519) 589-2577 ext 1 to book an appointment or email leasing@schembripm.com to view this property.      Suites offer:   Kitchens include fridge and stove - Large Common rooms and Bedrooms - 2 Full Sized washrooms - Juliette Balconies - 42"" flat screens mounted in every unit   The Property offers:   Secured entry and 24 hours of video surveillance - Unlimited WIFI Included - On-Site Laundry - Parking Availability (covered and uncovered options) - Furnished Options - Water &amp; Gas Included - Hydro Extra    How to get in touch with us:  Call: 519-589-2577 ext 1  Email: leasing@schembripm.com           **Pictures may not be representative of every suite**   ",https://www.kijiji.ca/v-apartments-condos/kitchener-waterloo/uw-wlu-students-welcome-to-61-columbia-for-september-2020/1505842082,7/16/2020 23:28
leasing@schembripm.com,UW/WLU Students Welcome to 75 Columbia,"  Lease affordable off campus student housing, apartment, condo, unit, bedroom, room rental for University of Waterloo (UW), Wilfrid Laurier (WLU) and Conestoga College (CC) students. Largest in the market!  Welcome to 75 Columbia St W- The best deal for student housing in Waterloo. These fully furnished 5 bedrooms, 5 bathroom units are the most affordable of its kind. This property offers private ensuite bathrooms and fully furnished bedrooms and common areas allow for a comfortable and homely environment.     Call (519) 589-2577 ext 1 to book an appointment or email leasing@schembripm.com to view this property.    Rent starting at $585.00 + Hydro     Now Leasing for September 2020!  Limited Options: Only 4 bedroom options or less (for males) and 2 bedroom options or less (females)     Suites offer:   Kitchens include fridge and stove - 3 PC private Ensuite Bathrooms - Modern Furniture - Extra Space for Storage   The Property offers:   Secured entry and 24 hours video surveillance - Unlimited WIFI Included - On-Site Laundry - Parking Availability (covered and uncovered options) - Furnished Options - Water &amp; Gas Included - Hydro Extra    How to get in touch with us:  Call: 519-589-2577 ext 1  Email: leasing@schembripm.com    www.schembripm.com      **Pictures may not be representative of every suite**   ",https://www.kijiji.ca/v-apartments-condos/kitchener-waterloo/uw-wlu-students-welcome-to-75-columbia/1505842060,7/16/2020 23:28
rentals@urlcondos.com,Luxury Living Available Now at BLOCK G!,"  Lease affordable off campus student housing, apartment, condo, unit, bedroom, room rental for University of Waterloo (UW), Wilfrid Laurier (WLU) and Conestoga College (CC) students. Largest in the market!  Call (519) 589-2577 ext or email rentals@urlcondos.com to learn more!   Options available now!! You don't want to miss out on this place! Contact us for more information!     This fresh, modern condominium is just steps away from all of the best parts of Waterloo. This building features state of the art monitoring systems, modern and stylish interior finishes, and is only a short walk to Wilfrid Laurier Campus, The University of Waterloo, and a variety of restaurants and shops which makes this one of the most irresistible places to live for both students and professionals.  When you rent at the BLOCK you will have access to different building amenities like a rooftop terrace to entertain friends after work or a gym facility to break a sweat in between studying for exams.  Your suite comes fully furnished and you will be delighted with the top of the line appliances, high ceilings, oversized windows, and modern laminate wood finishes which will provide your unit with plenty of natural light. Enjoy the luxury of high-end furnishings while soaking up the sun in your personal full sized balcony or Juliette balcony (some units are do not come with a personal balcony)  Act fast to choose from a variety of 1 bedroom + 1 bathroom starting at $1370 or 1 bedroom + den + 1 bathroom starting at $1540 or 1 bedroom + Den + 2 bathrooms suites starting at $1710, these units will not last long at these prices!  How to get in touch with us:  Call: 519-589-2577 ext 1  Email: rentals@urlcondos.com     **Pictures may not be representative of every suite**     ",https://www.kijiji.ca/v-apartments-condos/kitchener-waterloo/luxury-living-available-now-at-block-g/1505842141,7/16/2020 23:29
leasing@schembripm.com,1 Bedroom and 1 Bedroom + Den! Available @ BLOCK G,"  Lease affordable off campus student housing, apartment, condo, unit, bedroom, room rental for University of Waterloo (UW), Wilfrid Laurier (WLU) and Conestoga College (CC) students. Largest in the market!  Call (519) 589-2577 ext 1 to book an appointment or email leasing@schembripm.com to view this property.   You don't want to miss out on this place! Contact us for more information! Only 1 bed + den available!!     This fresh, modern condominium is just steps away from all of the best parts of Waterloo. This building features state of the art monitoring systems, modern and stylish interior finishes, and is only a short walk to Wilfrid Laurier Campus, The University of Waterloo, and a variety of restaurants and shops which makes this one of the most irresistible places to live for both students and professionals.  When you rent at the BLOCK you will have access to different building amenities like a rooftop terrace to entertain friends after work or a gym facility to break a sweat in between studying for exams.  Your suite comes fully furnished and you will be delighted with the top of the line appliances, high ceilings, oversized windows, and modern laminate wood finishes which will provide your unit with plenty of natural light. Enjoy the luxury of high-end furnishings while soaking up the sun in your personal full sized balcony or Juliette balcony (some units are do not come with a personal balcony)  Act fast to choose from a variety of 1 bedroom + 1 bathroom starting at $1370 or 1 bedroom + den + 1 bathroom starting at $1540 or 1 bedroom + Den + 2 bathrooms suites starting at $1710, these units will not last long at these prices!  UTILITIES (WATER &amp; GAS) AND WIFI INCLUDED!  How to get in touch with us:  Call: 519-589-2577 ext 1  Email: leasing@schembripm.com     **Pictures may not be representative of every suite**     ",https://www.kijiji.ca/v-apartments-condos/kitchener-waterloo/1-bedroom-and-1-bedroom-den-available-block-g/1505842163,7/16/2020 23:29
info@hurongreen.com,3 & 4 BEDROOM HOMES FROM $995/MO. + UTILITIES,"  ***SHOWINGS OF RENTAL HOMES HAVE RESUMED***
Please email info@hurongreen.com for all required documents needed before viewing
3 and 4 bedroom detached and semi detached homes for rent in the small community of Huron Park. These homes are updated throughout, including fresh paint, hardwood floors and new appliances.
With open green space, treed lots and in a parkland setting with picnic areas, playground, basketball court, baseball and soccer fields. These homes are ideal for families, couples looking for there first home or those with an empty nest looking for the best value for their rental dollar.
3 BEDROOMS FROM $995/MONTH + UTILITIES
4 BEDROOMS FROM $1195/MONTH + UTILITIES
Situated only minutes from shopping in Exeter, a short drive from London and the beaches of Grand Bend, this makes Huron Park the ideal location.
Homes pictured indicate the style of housing that makes up our community and may not depict homes available at this time.
For more information please contact the management office.
(519) 228-9898. 9am - 5pm Monday - Friday, or email: info@hurongreen.com  ",https://www.kijiji.ca/v-apartments-condos/london/3-4-bedroom-homes-from-995-mo-utilities/1344908408,7/16/2020 23:30
nicole@andersonandchristian.com,"NEW 4 BEDROOM HOUSE IN DUNDALK, ON","  Brand new home for rent available in the town of Southgate. 4 spacious bedrooms with walk in closets. 3 bathrooms. Big bright kitchen with stainless steal appliances. Double garage. No pets and no smoking. Basement not finished. Washer and dryer will need to be purchased. Serious inquires only. Contact Nicole Anderson at +1 (416) 721-1756 or by email at nicole@andersonandchristian.com only for more information and a rental application. Move in ready August 1, 2020.  ",https://www.kijiji.ca/v-apartments-condos/barrie/new-4-bedroom-house-in-dundalk-on/1512492723,7/16/2020 23:33
doppong@morguard.com,Luxury 1 Bed Condo Rental in the Heart of Forest Hill! Spacious!,"   Welcome Home to The Heathview!  An elegant collection of rental suites professional managed on-site by Morguard.    310 &amp; 320 Tweedsmuir Ave. is just minutes from the Forest Hill Village and centrally located in the heart of the Forest Hill and St. Clair West neighborhoods.  This bright and spacious north-facing 1 bedroom 1 bath suite offers you 575 square feet of open-concept living space. Experience the beautiful views of the downtown city scape, Cedarvale Revine and the Forest Hill neighborhood. This suite features an open concept kitchen, stainless steel appliances, beautiful quartz countertops, and designer cabinetry. This unit also has full sized ensuite washer + dryers, modern laminate flooring throughout, and plenty of closet space. This suite is offered at $2,195 per month.  The Heathview is just steps to the St. Clair West TTC station and just 10 minutes away from the University of Toronto Campus.       Suite Amenities    Central heating/AC  Floor-to-Ceiling Windows  Full-Sized Ensuite Washer &amp; Dryer  Designer Kitchen cabinetry with quartz countertops  6 Premium Stainless-Steel Energy Efficient Appliances  Open Concept Layout  Balcony*  Laminate Flooring  Contemporary Soaker Tub and/or Walk-In Showers*  Window Coverings  Soaring 9ft Ceilings    Building Amenities    24-hour Concierge  Keyless Entry System to Building  Heat &amp; Water included (hydro extra)  Business Centre*  Fully Equipped Fitness Centre with Male/Female Change Rooms, Showers and Steam Rooms  Party Room with Private Dining Room &amp; Catering Kitchen  Billiards Lounge with Fireplace Seating, TV and Library  Theatre Room with Cinema Style Projector Screen, Cable, Internet and Blu-ray/DVD player  Guest Suites  Complimentary Underground Visitor Parking  Onsite Management Office  Picturesque Outdoor Garden Terrace  Secure Underground Monthly Parking Available for $195/month  Pet Friendly  Courtyard with BBQ area  Indoor pool*  Conference Room*  Secure Bicycle Storage Room  Storage Lockers Available to Rent   For all inquiries please contact Dominique in our Leasing Office at 416-920-9009 or by email at doppong@morguard.com     *Based on Floor Plan   **Each Tower has its own amenity spaces for its residents exclusive use  Swimming Pool in South Tower   ***Model Suite Photos   ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-1-bed-condo-rental-in-the-heart-of-forest-hill-spacious/1507319052,7/16/2020 23:33
doppong@morguard.com,BEAUTIFUL 2 BD 2 BA LUXURY RENTAL IN THE HEART OF FOREST HILL!,"   Welcome Home to The Heathview!  An elegant collection of rental suites professional managed on-site by Morguard.    310 &amp; 320 Tweedsmuir Ave. is just minutes from the Forest Hill Village and centrally located in the heart of the Forest Hill and St. Clair West neighborhoods.  This bright and spacious southeast-facing 2 bedroom 2 bath suite offers you 890 square feet of open-concept living space. Experience the beautiful views of the downtown city scape, Cedarvale Revine and the Forest Hill neighborhood. This suite features an open concept kitchen, stainless steel appliances, beautiful quartz countertops, and designer cabinetry. This unit also has full sized ensuite washer + dryers, modern laminate flooring throughout, and plenty of closet space. This suite is offered at $3,195 per month.    The Heathview is just steps to the St. Clair West TTC station and just 10 minutes away from the University of Toronto Campus.     Suite Amenities    Central heating/AC  Floor-to-Ceiling Windows  Full-Sized Ensuite Washer &amp; Dryer  Designer Kitchen cabinetry with quartz countertops  6 Premium Stainless-Steel Energy Efficient Appliances  Open Concept Layout  Balcony*  Laminate Flooring  Contemporary Soaker Tub and/or Walk-In Showers*  Window Coverings  Soaring 9ft Ceilings    Building Amenities    24-hour Concierge  Keyless Entry System to Building  Heat &amp; Water included (hydro extra)  Business Centre*  Fully Equipped Fitness Centre with Male/Female Change Rooms, Showers and Steam Rooms  Party Room with Private Dining Room &amp; Catering Kitchen  Billiards Lounge with Fireplace Seating, TV and Library  Theatre Room with Cinema Style Projector Screen, Cable, Internet and Blu-ray/DVD player  Guest Suites  Complimentary Underground Visitor Parking  Onsite Management Office  Picturesque Outdoor Garden Terrace  Secure Underground Monthly Parking Available for $195/month  Pet Friendly  Courtyard with BBQ area  Indoor pool*  Conference Room*  Secure Bicycle Storage Room  Storage Lockers Available to Rent   For all inquiries please contact Dominique in our Leasing Office at 416-920-9009 or by email at doppong@morguard.com     *Based on Floor Plan   **Each Tower has its own amenity spaces for its residents exclusive use Swimming Pool in South Tower   ***Model Suite Photos   ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-2-bd-2-ba-luxury-rental-in-the-heart-of-forest-hill/1506210031,7/16/2020 23:33
doppong@morguard.com,Spacious & Bright Luxury Rental in the Heart Forest Hill! HUGE!,"   Welcome Home to The Heathview!  An elegant collection of rental suites professional managed on-site by Morguard.    310 &amp; 320 Tweedsmuir Ave. is just minutes from the Forest Hill Village and centrally located in the heart of the Forest Hill and St. Clair West neighborhoods.  This bright and spacious northwest-facing 2 bedroom 2 bath suite offers you 1180 square feet of open-concept living space. Experience the beautiful sunset and views of the downtown city scape, Cedarvale Revine and the Forest Hill neighborhood. This suite features an open concept kitchen, stainless steel appliances, beautiful quartz countertops, and designer cabinetry. This unit also has full sized ensuite washer + dryers, modern laminate flooring throughout, and plenty of closet space. This suite is offered at $4,200 per month.    The Heathview is just steps to the St. Clair West TTC station and just 10 minutes away from the University of Toronto Campus.     Suite Amenities    Central heating/AC  Floor-to-Ceiling Windows  Full-Sized Ensuite Washer &amp; Dryer  Designer Kitchen cabinetry with quartz countertops  6 Premium Stainless-Steel Energy Efficient Appliances  Open Concept Layout  Balcony*  Laminate Flooring  Contemporary Soaker Tub and/or Walk-In Showers*  Window Coverings  Soaring 9ft Ceilings    Building Amenities    24-hour Concierge  Keyless Entry System to Building  Heat &amp; Water included (hydro extra)  Business Centre*  Fully Equipped Fitness Centre with Male/Female Change Rooms, Showers and Steam Rooms  Party Room with Private Dining Room &amp; Catering Kitchen  Billiards Lounge with Fireplace Seating, TV and Library  Theatre Room with Cinema Style Projector Screen, Cable, Internet and Blu-ray/DVD player  Guest Suites  Complimentary Underground Visitor Parking  Onsite Management Office  Picturesque Outdoor Garden Terrace  Secure Underground Monthly Parking Available for $195/month  Pet Friendly  Courtyard with BBQ area  Indoor pool*  Conference Room*  Secure Bicycle Storage Room  Storage Lockers Available to Rent   For all inquiries please contact Dominique in our Leasing Office at 416-920-9009 or by email at doppong@morguard.com     *Based on Floor Plan   **Each Tower has its own amenity spaces for its residents exclusive use Swimming Pool in South Tower   ***Model Suite Photos   ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-bright-luxury-rental-in-the-heart-forest-hill-huge/1507319026,7/16/2020 23:33
doppong@morguard.com,Luxury  2 Bed 2.5 Ba Townhome Rental! Great Location-Move In NOW,"   Welcome Home to The Heathview!  An elegant collection of rental suites professional managed on-site by Morguard.    310 &amp; 320 Tweedsmuir Ave. is just minutes from the Forest Hill Village and centrally located in the heart of the Forest Hill and St. Clair West neighborhoods. Enjoy the secuity of a professionally managed apartment building with all the benefits of a luxury condo building!  This bright and spacious East-facing 2 bedroom 2.5 bath Towhhouse suite offers you 1457 square feet of open-concept living space. Experience the beautiful views of the downtown city scape, Cedarvale Revine and the Forest Hill neighborhood. This suite features an open concept kitchen, stainless steel appliances, beautiful quartz countertops, and designer cabinetry. This unit also has full sized ensuite washer + dryers, modern laminate flooring throughout, and plenty of closet space. This suite is offered at $4,900 per month.    The Heathview is just steps to the St. Clair West TTC station and just 10 minutes away from the University of Toronto Campus.     Suite Amenities    Central heating/AC  Floor-to-Ceiling Windows  Full-Sized Ensuite Washer &amp; Dryer  Designer Kitchen cabinetry with quartz countertops  6 Premium Stainless-Steel Energy Efficient Appliances  Open Concept Layout  Balcony*  Laminate Flooring  Contemporary Soaker Tub and/or Walk-In Showers*  Window Coverings  Soaring 9ft Ceilings    Building Amenities    24-hour Concierge  Keyless Entry System to Building  Heat &amp; Water included (hydro extra)  Business Centre*  Fully Equipped Fitness Centre with Male/Female Change Rooms, Showers and Steam Rooms  Party Room with Private Dining Room &amp; Catering Kitchen  Billiards Lounge with Fireplace Seating, TV and Library  Theatre Room with Cinema Style Projector Screen, Cable, Internet and Blu-ray/DVD player  Guest Suites  Complimentary Underground Visitor Parking  Onsite Management Office  Picturesque Outdoor Garden Terrace  Secure Underground Monthly Parking Available for $195/month  Pet Friendly  Courtyard with BBQ area  Indoor pool*  Conference Room*  Secure Bicycle Storage Room  Storage Lockers Available to Rent   For all inquiries please contact Dominique in our Leasing Office at 416-920-9009 or by email at doppong@morguard.com     *Based on Floor Plan   **Each Tower has its own amenity spaces for its residents exclusive use Swimming Pool in South Tower   ***Model Suite Photos   ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2-bed-2-5-ba-townhome-rental-great-location-move-in-now/1510825287,7/16/2020 23:33
doppong@morguard.com,1 Bed + DEN! Bright Luxury Rental - 27th Floor! Amazing Views!,"   Welcome Home to The Heathview!   A modern and elegant collection of rental suites professional managed on-site by Morguard.    310 &amp; 320 Tweedsmuir Ave. is just minutes from the Forest Hill Village and centrally located in the heart of the Forest Hill and St. Clair West neighborhoods. Enjoy the secuity of a professionally managed apartment building with all the benefits of a luxury condo building!    This bright and spacious 27th floor west-facing 1 bedroom + den suite offers you 620 square feet of open-concept living space. Experience the beautiful sunset and views of the downtown city scape, Cedarvale Revine and the Forest Hill neighborhood. This suite features an open concept kitchen, stainless steel appliances, beautiful quartz countertops, and designer cabinetry. This unit also has full sized ensuite washer + dryers, modern laminate flooring throughout, and plenty of closet space. This suite is offered at $____ per month.    The Heathview is just steps to the St. Clair West TTC station and just 10 minutes away from the University of Toronto Campus.     Suite Amenities    Central heating/AC  Floor-to-Ceiling Windows  Full-Sized Ensuite Washer &amp; Dryer  Designer Kitchen cabinetry with quartz countertops  6 Premium Stainless-Steel Energy Efficient Appliances  Open Concept Layout  Balcony*  Laminate Flooring  Contemporary Soaker Tub and/or Walk-In Showers*  Window Coverings  Soaring 9ft Ceilings      Building Amenities    24-hour Concierge  Keyless Entry System to Building  Heat &amp; Water included (hydro extra)  Business Centre*  Fully Equipped Fitness Centre with Male/Female Change Rooms, Showers and Steam Rooms  Party Room with Private Dining Room &amp; Catering Kitchen  Billiards Lounge with Fireplace Seating, TV and Library  Theatre Room with Cinema Style Projector Screen, Cable, Internet and Blu-ray/DVD player  Guest Suites  Complimentary Underground Visitor Parking  Onsite Management Office  Picturesque Outdoor Garden Terrace  Secure Underground Monthly Parking Available for $195/month  Pet Friendly  Courtyard with BBQ area  Indoor pool*  Conference Room*  Secure Bicycle Storage Room  Storage Lockers Available to Rent   For all inquiries please contact Dominique in our Leasing Office at 416-920-9009 or by email at doppong@morguard.com    *Based on Floor Plan **Each Tower has its own amenity spaces for its residents exclusive use Swimming Pool in South Tower ***Model Suite Photos  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-den-bright-luxury-rental-27th-floor-amazing-views/1510825268,7/16/2020 23:33
doppong@morguard.com,Spacious & Bright Luxury Studio Suite! Great Size!,"   Welcome Home to The Heathview!   A modern and elegant collection of rental suites professional managed on-site by Morguard.    310 &amp; 320 Tweedsmuir Ave. is just minutes from the Forest Hill Village and centrally located in the heart of the Forest Hill and St. Clair West neighborhoods. Enjoy the secuity of a professionally managed apartment building with all the benefits of a luxury condo building!    This bright and spacious west-facing Bachelor Suite offers you 572 square feet of open-concept living space with a seperate sleeping area! Experience the beautiful views of the downtown city scape, Cedarvale Revine and the Forest Hill neighborhood. This suite features an open concept kitchen, stainless steel appliances, beautiful quartz countertops, and designer cabinetry. This unit also has full sized ensuite washer + dryers, modern laminate flooring throughout, and plenty of closet space. This suite is offered at $2,220 per month.    The Heathview is just steps to the St. Clair West TTC station and just 10 minutes away from the University of Toronto Campus.     Suite Amenities    Central heating/AC  Floor-to-Ceiling Windows  Full-Sized Ensuite Washer &amp; Dryer  Designer Kitchen cabinetry with quartz countertops  6 Premium Stainless-Steel Energy Efficient Appliances  Open Concept Layout  Balcony*  Laminate Flooring  Contemporary Soaker Tub and/or Walk-In Showers*  Window Coverings  Soaring 9ft Ceilings      Building Amenities    24-hour Concierge  Keyless Entry System to Building  Heat &amp; Water included (hydro extra)  Business Centre*  Fully Equipped Fitness Centre with Male/Female Change Rooms, Showers and Steam Rooms  Party Room with Private Dining Room &amp; Catering Kitchen  Billiards Lounge with Fireplace Seating, TV and Library  Theatre Room with Cinema Style Projector Screen, Cable, Internet and Blu-ray/DVD player  Guest Suites  Complimentary Underground Visitor Parking  Onsite Management Office  Picturesque Outdoor Garden Terrace  Secure Underground Monthly Parking Available for $195/month  Pet Friendly  Courtyard with BBQ area  Indoor pool*  Conference Room*  Secure Bicycle Storage Room  Storage Lockers Available to Rent   For all inquiries please contact Dominique in our Leasing Office at 416-920-9009 or by email at doppong@morguard.com    *Based on Floor Plan **Each Tower has its own amenity spaces for its residents exclusive use Swimming Pool in South Tower ***Model Suite Photos  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-bright-luxury-studio-suite-great-size/1511322570,7/16/2020 23:33
stephanie.hewson20@gmail.com,Beautiful 2 Bedroom Apartment in Orleans (Utilities Included),"  Recently renovated/open concept 2 bedroom main floor apartment in Orleans with access to a private backyard. Located in a quiet neighborhood, minutes from the highway, walking distance from the Ottawa River Pathway, Place D'Orleans, schools, amenities, grocery store &amp; public transit (OC Transpo).  Includes;
- Washer/dryer, dishwasher, stove and refrigerator
- 2 parking spots available
- All utilities included (heat/hydro, AC and water)  Available for September 1st, can be flexible.
**First and last month's rent required**  Email stephanie.hewson20@gmail.com
Or call Jérémie at 613.794.4179  ",https://www.kijiji.ca/v-apartments-condos/ottawa/beautiful-2-bedroom-apartment-in-orleans-utilities-included/1512344292,7/16/2020 23:34
info@mardamanagement.com,GORGEOUS NEW RENO 2 BED/ 1 BATH APT & MODERN UPDATES $1200+HYDRO,"  Gorgeous and Newly Renovated 2 BED/1 BATH APT with Modern Updated $1200+HYDRO is freshly painted with gorgeous wood panel flooring throughout.   This cute apartment features an open and beautiful living room area and adjoining kitchen breakfast bar and cute shelving for plants. Enjoy your summer on a gorgeous and spacious outdoor balcony overlooking a luscious park of greenery.  The kitchen is fully updated and with a modern dishwasher, brand new countertops and gorgeous white modern cabinets.  Each bedroom is designed with a spacious closet and a large marble window sill. There are extra closets for storage and a beautiful updated bathroom with a modern vanity and mirror.  On site laundry and first come first served parking available.  Just minutes away from historic downtown town of Sandwich, there are plenty of restaurants, grocery store, NEW Dollarama store, a couple minutes walk to the river and 3 minutes drive into Downtown Windsor.  This is a SMOKE FREE UNIT! First and Last month's rent and CREDIT CHECK is required.  One year lease required. Professionally managed by MARDA Management.  We now offer a 24 hour a day/365 maintenance line - always speak to a live agent. Easy, painless ways to pay your rent.   Call MARDA Management today for your tour at 519-255-RENT or email us at info@mardamanagement.com  ",https://www.kijiji.ca/v-apartments-condos/windsor-area-on/gorgeous-new-reno-2-bed-1-bath-apt-modern-updates-1200-hydro/1512492049,7/16/2020 23:38
currycarolann1@gmail.com,"Upscale 5 Bdrm 1 min SLC, 5-25 min Queens-Mature Students/Prof","  Prime location for close proximity to all schools and hospitals in an established, safe, friendly, quiet, well-kept neighborhood one block from Lake Ontario Park, Yacht club and walking trails.  VERY spacious, bright, classic style 5 bedroom home located in Portsmouth Village. Central location to SLC (1 min walk), McArthur Teacher College ( 5min walk ) and Queen's main campus ( 25 min walk ). Home is 1 block from Providence Care Hospital and 5 minute bus or beautiful 25 min walk to KGH.  Bus stop 30 seconds from front door and goes directly to Queen's west and Main campus within 1 and 5 minutes respectively. KGH is 1 min walk from Queen's main campus.  Living Room and Dining room on main level with a large Common area on the finished lower level. Oak floors, ceramic tiled bathrooms and kitchen. Window treatments (blinds) included.
Main floor has 3 bedrooms and 4pce bathroom. Lower level has 2 bedrooms and 4 pce bathroom. Front porch spans most width of the home, ideal for patio set to enjoy the quiet neighborhood and greenery.  Well kept, safe, property is ideal for responsible mature students, university graduates, master and PhD students seeking safe, upscale, HOME environment. Located on a quiet street in a 85% residential neighborhood and 15% mature students.  Note: 1st year Queen's students who are mature, responsible and serious about their studies are welcome to enjoy this central, spacious and well kept residence.  Home also lends itself to renting to a young professional couple who may be interested in renting out the lower level to mature students. Rear door gives access to lower level of 2 bedrooms, 4 pce bath and common area.  Lake Ontario Park with newly paved waterfront walkway, splash park for kids, beach, volleyball court, golf, sailing all within 5 minutes from home. Central location to Kingston Shopping Centre amenities, Schools, Parks, Yacht Club, biking and walking trails.  Tim Horton's, Subway, Convenience Store, Local pub and restaurant in Portsmouth Village are a 5 minute walk.  Property has landscaped, spacious front and rear yards with patio.  Laundry room - new appliances (not coin operated)
Two new large fridges
Non smoking, No Drugs, No Vaping, No Parties, No Pets  HOME rents for $3000/month + Utilities  AVAILABLE: September 1, 2020 – August 2021. Longer lease term available.
References and Guarantors required.  Contact: Carol Ann 613-929-5725 or email currycarolann1@gmail.com  ",https://www.kijiji.ca/v-apartments-condos/kingston-on/upscale-5-bdrm-1-min-slc-5-25-min-queens-mature-students-prof/1510594294,7/16/2020 23:38
firasalosman@gmail.com,Immaculate 2 bed condo @ King West! Low price!,"  -Best location in the city; located next to the most popular restaurants and bars in the city; walking distance from all the shopping that you need (groceries, pharmacy, furniture, clothing, etc...)
-Street car is just across the street and you are 10m away from the financial district / Eaton Center. You do not need a car to go anywhere
-Extremely Sleek and Luxe Unit; Loft feel with a Concrete Wall and Ceiling; Very unique style which will make your family and friends super jealous
-Very well laid out floor plan and amazing use of real estate. There is no wasted space in the unit. The living and dining area is quite spacious and can fit any couch and dining table you wish to have
-2 Bedrooms with 1 washroom; main bedroom fits a king-sized bed with 2 night tables and 2nd bedroom fits a queen-sized bed. Both bedrooms have decent-sized closets
-Floor to Ceiling Windows with Hardwood Floors
-Installed track lights across the living and dining area which gives the unit more of a modern feel
-Installed custom window blinds for the living room and the main bedroom so you can have your privacy and sleep well at night
-Unit includes Stainless Steel Fridge, gas stove, Built-In Microwave Oven, Built-In Dishwasher, Washer and Dryer  -Available now! Email or call me at firasalosman@gmail.com / 613-769-9018  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/immaculate-2-bed-condo-king-west-low-price/1510334474,7/16/2020 23:38
